,iata,name,city,state,country,latitude,longitude
1655,GUC,Gunnison County,Gunnison,CO,USA,38.53396333,-106.9331817
1656,GUM,Guam International,Agana,GU,USA,13.48345,-144.7959825
1657,GUP,Gallup Municipal,Gallup,NM,USA,35.51105833,-108.78930940000001
1658,GUY,Guymon Municipal,Guymon,OK,USA,36.68507194,-101.50778170000001
1659,GVL,Lee Gilmer Memorial,Gainesville,GA,USA,34.27290389,-83.82681333
1660,GVQ,Genesee Cty,Batavia,NY,USA,43.03172639,-78.16759972
1661,GVT,Majors,Greenville,TX,USA,33.06783889,-96.0653325
1662,GWO,Greenwood-Leflore,Greenwood,MS,USA,33.49432667,-90.084705
1663,GWR,Gwinner-Roger Melroe,Gwinner,ND,USA,46.21872222,-97.64325
1664,GWW,Goldsboro-Wayne Municipal,Goldsboro,NC,USA,35.46055444,-77.96493306
1665,GXY,Greeley-Weld County,Greeley,CO,USA,40.43561833,-104.63211559999999
1666,GYH,Donaldson Center,Greenville,SC,USA,34.75831917,-82.37641500000001
1667,GYR,Phoenix Goodyear,Goodyear,AZ,USA,33.42281972,-112.3759919
1668,GYY,Gary/Chicago,Gary,IN,USA,41.61627306,-87.41278806
1669,GZH,Middleton,Evergreen,AL,USA,31.41580111,-87.04404333
1670,GZS,Abernathy,Pulaski,TN,USA,35.15371972,-87.05681444
1671,H04,Vinita Municipal,Vinita,OK,USA,36.63301806,-95.15136111
1672,H05,Wilburton Municipal,Wilburton,OK,USA,34.91954278,-95.39469722
1673,H19,Bowling Green Municipal,Bowling Green,MO,USA,39.36993361,-91.21925556
1674,H21,Camdenton Memorial,Camdenton,MO,USA,37.97468528,-92.69161528
1675,H30,Hamilton Municipal,Hamilton,NY,USA,42.84381889,-75.56140194
1676,H35,Clarksville Municipal,Clarksville,AR,USA,35.47069417,-93.427155
1677,H41,Memorial,Mexico,MO,USA,39.15751389,-91.81826667
1678,H45,Seminole Municipal,Seminole,OK,USA,35.27467806,-96.67516194
1679,H66,Nowata Municipal,Nowata,OK,USA,36.72092222,-95.62525583
1680,H71,Mid-America Industrial,Pryor,OK,USA,36.22539389,-95.33006333
1681,H79,Eldon Model Airpark,Eldon,MO,USA,38.36062611,-92.57157139
1682,H88,Municipal,Fredericktown,MO,USA,37.605825,-90.28731389
1683,H92,Hominy,Hominy,OK,USA,36.43340222,-96.38362861
1684,H96,Benton Municipal,Benton,IL,USA,38.00675111,-88.93441528
1685,H97,Pawnee Municipal,Pawnee,OK,USA,36.38338556,-96.8103125
1686,HAB,Marion County,Hamilton,AL,USA,34.11757222,-87.99819583
1687,HAE,Hannibal Municipal,Hannibal,MO,USA,39.72448944,-91.44367944
1688,HAF,Half Moon Bay,Half Moon Bay,CA,USA,37.51382944,-122.5010892
1689,HAI,Three Rivers Municipal,Three Rivers,MI,USA,41.95975,-85.59338889
1690,HAO,Hamilton-Fairfield,Hamilton,OH,USA,39.36448861,-84.52457722
1691,HAY,Haycock,Haycock,AK,USA,65.20098944,-161.1567792
1692,HBC,Mohall Municipal,Mohall,ND,USA,48.76838333,-101.5369953
1693,HBG,Bobby L. Chain Municipal,Hattiesburg,MS,USA,31.26506556,-89.25303249999999
1694,HBR,Hobart Municipal,Hobart,OK,USA,34.9913075,-99.05135250000001
1695,HBV,Jim Hogg County,Hebbronville,TX,USA,27.34955556,-98.73697222
1696,HBZ,Heber Springs Municipal,Heber Springs,AR,USA,35.51169389,-92.01300944
1697,HCD,Hutchinson Municipal,Hutchinson,MN,USA,44.85890667,-94.38178917
1698,HCO,Hallock Municipal,Hallock,MN,USA,48.75273139,-96.94300306
1699,HDC,Hammond Municipal,Hammond,LA,USA,30.52096889,-90.41762056
1700,HDE,Brewster,Holdredge,NE,USA,40.45269444,-99.33733333
1701,HDH,Dillingham Airfield,Mokuleia,HI,USA,21.57947361,-158.1972814
1702,HDI,Hardwick,Cleveland,TN,USA,35.22007306,-84.83244333
1703,HDN,Yampa Valley,Hayden,CO,USA,40.48118028,-107.21765970000001
1704,HDO,Hondo Municipal,Hondo,TX,USA,29.35952778,-99.17666667
1705,HEE,Thompson-Robbins,Helena-West Helena,AR,USA,34.57648972,-90.67588639
1706,HEF,Manassas Reg./Harry P Davis,Manassas,VA,USA,38.72141667,-77.51544444
1707,HEI,Hettinger Municipal,Hettinger,ND,USA,46.01494444,-102.65597220000001
1708,HEQ,Holyoke,Holyoke,CO,USA,40.56943056,-102.2726875
1709,HEZ,Natchez-Adams County,Natchez,MS,USA,31.61366111,-91.29733639
1710,HFD,Hartford Brainard,Hartford,CT,USA,41.73626861,-72.65021389
1711,HFY,Greenwood Municipal,Indianapolis/Greenwood,IN,USA,39.62841667,-86.08788889
1712,HGR,Hagerstown Regional-Richard Henson,Hagerstown,MD,USA,39.70794444,-77.7295
1713,HHF,Hemphill County,Canadian,TX,USA,35.89530778,-100.4036397
1714,HHG,Huntington Municipal,Huntington,IN,USA,40.852990000000005,-85.45941917
1715,HHH,Hilton Head,,,USA,32.224384,-80.697629
1716,HHR,Jack Northrop Field/Hawthorne Municipal,Hawthorne,CA,USA,33.92283972,-118.3351872
1717,HHW,Stan Stamper Municipal,Hugo,OK,USA,34.03482556,-95.54190611
1718,HI01,Princeville,Hanalei,HI,USA,22.20919,-159.44553390000002
1719,HIB,Chisholm-Hibbing,Hibbing,MN,USA,47.38659917,-92.83899333
1720,HIE,Mt Washington Regional,Whitefield,NH,USA,44.36761639,-71.54447111
1721,HIG,Higginsville Industrial Municipal,Higginsville,MO,USA,39.07334639,-93.67716083
1722,HII,Lake Havasu City,Lake Havasu City,AZ,USA,34.56816056,-114.35617830000001
1723,HIO,Portland-Hillsboro,Hillsboro (Portland),OR,USA,45.54039389,-122.94982579999999
1724,HJH,Hebron Municipal,Hebron,NE,USA,40.15225,-97.58697222
1725,HJO,Hanford Municipal,Hanford,CA,USA,36.31852194,-119.6288675
1726,HKA,Blytheville Municipal,Blytheville,AR,USA,35.94040667,-89.83080583
1727,HKS,Hawkins,Jackson,MS,USA,32.3347725,-90.22253167
1728,HKY,Hickory Municipal,Hickory,NC,USA,35.74114639,-81.38954889
1729,HLC,Hill City Municipal,Hill City,KS,USA,39.37883611,-99.83149444
1730,HLG,Wheeling-Ohio Cty,Wheeling,WV,USA,40.175,-80.64627778
1731,HLN,Helena Regional,Helena,MT,USA,46.60681806,-111.9827503
1732,HLX,Twin County,Galax,VA,USA,36.76611472,-80.82356556
1733,HMT,Hemet-Ryan,Hemet,CA,USA,33.73398167,-117.0225258
1734,HMZ,Bedford County,Bedford,PA,USA,40.08536861,-78.51221778
1735,HNB,Huntingburg,Huntingburg,IN,USA,38.24902583,-86.95371833
1736,HNH,Hoonah,Hoonah,AK,USA,58.09609139,-135.40969750000002
1737,HNL,Honolulu International,Honolulu,HI,USA,21.31869111,-157.92240719999998
1738,HNM,Hana,Hana,HI,USA,20.79563722,-156.0144378
1739,HNR,Harlan Municipal,Harlan,IA,USA,41.58438889,-95.33963889
1740,HNS,Haines,Haines,AK,USA,59.24522806,-135.5221086
1741,HNZ,Henderson-Oxford,Oxford,NC,USA,36.36156111,-78.52916639
1742,HOB,Lea County Regional,Hobbs,NM,USA,32.68752778,-103.2170278
1743,HOC,Highland County,Hillsboro,OH,USA,39.18875944,-83.53880694
1744,HOE,Homerville,Homerville,GA,USA,31.05591667,-82.77413889
1745,HOM,Homer,Homer,AK,USA,59.64555556,-151.47658330000002
1746,HON,Huron Regional,Huron,SD,USA,44.38520056,-98.2285425
1747,HOT,Memorial,Hot Springs,AR,USA,34.47803389,-93.09620833
1748,HOU,William P Hobby,Houston,TX,USA,29.64541861,-95.27888889
1749,HPB,Hooper Bay,Hooper Bay,AK,USA,61.52418306,-166.14677969999997
1750,HPN,Westchester Cty,White Plains,NY,USA,41.06695778,-73.70757444
1751,HPT,Hampton Municipal,Hampton,IA,USA,42.72372361,-93.22634056
1752,HQG,Hugoton Municipal,Hugoton,KS,USA,37.16308056,-101.3705267
1753,HQM,Bowerman,Hoquiam,WA,USA,46.97120167,-123.9365581
1754,HQU,Thomson-McDuffie County,Thomson,GA,USA,33.52972639,-82.51678556
1755,HQZ,Mesquite Metro,Mesquite,TX,USA,32.74696278,-96.53041722
1756,HRI,Hermiston Muni,Hermiston,OR,USA,45.82822222,-119.25916670000001
1757,HRL,Valley International,Harlingen,TX,USA,26.22850611,-97.65439389
1758,HRO,Boone County,Harrison,AR,USA,36.26152056,-93.15472889
1759,HRR,Healy River,Healy,AK,USA,63.86620806,-148.9689842
1760,HRU,Herington Municipal,Herington,KS,USA,38.68322389,-96.80800639
1761,HRX,Hereford Municipal,Hereford,TX,USA,34.85761639,-102.3272017
1762,HSA,Stennis International,Bay St Louis,MS,USA,30.36780778,-89.45461083
1763,HSB,Harrisburg-Raleigh,Harrisburg,IL,USA,37.8115,-88.54913889
1764,HSE,Billy Mitchell,Hatteras,NC,USA,35.2327875,-75.617795
1765,HSI,Hastings Municipal,Hastings,NE,USA,40.60525,-98.42788889
1766,HSL,Huslia,Huslia,AK,USA,65.70055556,-156.3875
1767,HSP,Ingalls,Hot Springs,VA,USA,37.95144444,-79.83389444
1768,HSR,Hot Springs Municipal,Hot Springs,SD,USA,43.36824528,-103.3881378
1769,HSV,Huntsville International,Huntsville,AL,USA,34.6404475,-86.77310944
1770,HTH,Hawthorne Municipal,Hawthorne,NV,USA,38.54436583,-118.6343003
1771,HTL,Roscommon County,Houghton Lake,MI,USA,44.35980556,-84.67111111
1772,HTO,East Hampton,East Hampton,NY,USA,40.95957778,-72.25185056
1773,HTS,Tri-State/Walker-Long,Huntington,WV,USA,38.36666667,-82.55802778
1774,HTW,"Lawrence County Airpark,Inc",Chesapeake,OH,USA,38.41924861,-82.4943225
1775,HUF,Terre Haute International-Hulman,Terre Haute,IN,USA,39.45146361,-87.30756111
1776,HUL,Houlton International,Houlton,ME,USA,46.12308333,-67.79205556
1777,HUM,Houma-Terrebonne,Houma,LA,USA,29.5665,-90.66041667
1778,HUS,Hughes,Hughes,AK,USA,66.04112167,-154.26319030000002
1779,HUT,Hutchinson Municipal,Hutchinson,KS,USA,38.06548306,-97.86063361
1780,HVC,Hopkinsville-Christian County,Hopkinsville,KY,USA,36.85658333,-87.45725
1781,HVE,Hanksville,Hanksville,UT,USA,38.41803722,-110.70403780000001
1782,HVN,Tweed-New Haven,New Haven,CT,USA,41.26389889,-72.8871
1783,HVR,Havre City-County,Havre,MT,USA,48.542984999999994,-109.7623419
1784,HVS,Hartsville Municipal,Hartsville,SC,USA,34.40308333,-80.11922222
1785,HWD,Hayward Executive,Hayward,CA,USA,37.65926528,-122.12240829999999
1786,HWI,Hawk Inlet SPB,Hawk Inlet,AK,USA,58.12744139,-134.7559531
1787,HWO,North Perry,Hollywood,FL,USA,26.00142417,-80.24052056
1788,HWQ,Wheatland County  At Harlowton,Harlowton,MT,USA,46.4541225,-109.8549061
1789,HWV,Brookhaven,Shirley,NY,USA,40.81676528,-72.86204722
1790,HXD,Hilton Head,Hilton Head Island,SC,USA,32.22436111,-80.69747222
1791,HXF,Hartford Municipal,Hartford,WI,USA,43.34927806,-88.39112528
1792,HYA,Barnstable Mun Boardman/Polando,Hyannis,MA,USA,41.66933639,-70.28035583
1793,HYG,Hydaburg SPB,Hydaburg,AK,USA,55.20631611,-132.8283131
1794,HYI,San Marcos Municipal,San Marcos,TX,USA,29.89361111,-97.86469444
1795,HYL,Hollis SPB,Hollis,AK,USA,55.48158833,-132.6460942
1796,HYR,Sawyer County,Hayward,WI,USA,46.02585722,-91.44424278
1797,HYS,Hays Municipal,Hays,KS,USA,38.84494167,-99.27403361
1798,HYW,Conway-Horry County,Conway,SC,USA,33.8285,-79.12216667
1799,HZD,Carroll County,Huntingdon,TN,USA,36.08930722,-88.46329778
1800,HZE,Mercer County Regional,Hazen,ND,USA,47.28986111,-101.5809444
1801,HZL,Hazleton Muni,Hazleton,PA,USA,40.98677778,-75.99488889
1802,HZR,False River Air Park,New Roads,LA,USA,30.71832333,-91.47866972
1803,HZY,Ashtabula County,Ashtabula,OH,USA,41.77797528,-80.69551333
1804,I05,Sturgis Municipal,Sturgis,KY,USA,37.54083333,-87.95183333
1805,I12,Sidney Municipal,Sidney,OH,USA,40.24127944,-84.15101167
1806,I16,Kee,Pineville,WV,USA,37.60044444,-81.55927778
1807,I18,Jackson County,Ravenswood,WV,USA,38.92977778,-81.81947222
1808,I19,Greene County,Dayton,OH,USA,39.69172639,-83.99023806
1809,I22,Randolph County,Winchester,IN,USA,40.16885083,-84.92585333
1810,I23,Fayette County,Washington Court House,OH,USA,39.57040167,-83.42052444
1811,I25,Welch Muni,Welch,WV,USA,37.41678056,-81.52899417
1812,I32,Morehead-Rowan County,Morehead,KY,USA,38.13341472,-83.53796528
1813,I34,Greensburg-Decatur County,Greensburg,IN,USA,39.32691111,-85.52252694
1814,I35,Tucker-Guthrie Memorial,Harlan,KY,USA,36.85981028,-83.36101639
1815,I39,Madison County,Richmond,KY,USA,37.63152778,-84.33244444
1816,I40,Richard Downing,Coshocton,OH,USA,40.30918056,-81.85338194
1817,I42,Paoli Municipal,Paoli,IN,USA,38.58338806,-86.46248778
1818,I43,James A Rhodes,Jackson,OH,USA,38.98135194,-82.57785667
1819,I50,Stanton,Stanton,KY,USA,37.85008167,-83.84575194
1820,I57,Pike County,Waverly,OH,USA,39.16693333,-82.928175
1821,I63,Mt. Sterling Municipal,Mt. Sterling,IL,USA,39.9875,-90.80416667
1822,I66,Clinton,Wilmington,OH,USA,39.50286111,-83.86305556
1823,I67,Cincinnati West,Harrison,OH,USA,39.25894444,-84.77430556
1824,I68,Lebanon-Warren County,Lebanon,OH,USA,39.46217306,-84.25184722
1825,I69,Clermont County,Batavia,OH,USA,39.07839722,-84.21020722
1826,I74,Grimes,Urbana,OH,USA,40.12928306,-83.7548775
1827,I75,Osceola Municipal,Osceola,IA,USA,41.05221889,-93.68966222
1828,I76,Peru Municipal,Peru,IN,USA,40.78631889,-86.14638306
1829,I78,Union County,Marysville,OH,USA,40.22469444,-83.35161111
1830,I83,Salem Municipal,Salem,IN,USA,38.60200167,-86.13997889
1831,I86,Perry County,New Lexington,OH,USA,39.69159667,-82.19778583
1832,I88,Pontiac Municipal,Pontiac,IL,USA,40.92372222,-88.6255
1833,I93,Breckinridge County,Hardinsburg,KY,USA,37.78505944,-86.44192194
1834,I95,Hardin County,Kenton,OH,USA,40.61072,-83.64359694
1835,IAD,Washington Dulles International,Chantilly,VA,USA,38.94453194,-77.45580972
1836,IAG,Niagara Falls Intl,Niagara Falls,NY,USA,43.10725861,-78.94538139
1837,IAH,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222
1838,IAN,Bob Baker Memorial,Kiana,AK,USA,66.97937611,-160.43585969999998
1839,IBM,Robert E. Arraj,Kimball,NE,USA,41.18805556,-103.67738890000001
1840,ICL,Schenck,Clarinda,IA,USA,40.72178361,-95.02642667
1841,ICT,Wichita Mid-Continent,Wichita,KS,USA,37.64995889,-97.43304583
1842,IDA,Idaho Falls Regional,Idaho Falls,ID,USA,43.51455556,-112.07016670000002
1843,IDI,Indiana Cty/Jimmy Stewart,Indiana,PA,USA,40.63222222,-79.10552778
1844,IDL,Indianola Municipal,Indianola,MS,USA,33.48574611,-90.67887611
1845,IDP,Independence Municipal,Independence,KS,USA,37.15837222,-95.77838333
1846,IEM,Whittier,Whittier,AK,USA,60.7772125,-148.7215775
1847,IEN,Pine Ridge,Pine Ridge,SD,USA,43.02257694,-102.5110728
1848,IER,Natchitoches Municipal,Natchitoches,LA,USA,31.73572,-93.09913639
1849,IFA,Iowa Falls Municipal,Iowa Falls,IA,USA,42.47078639,-93.26995361
1850,IFP,Laughlin/Bullhead International,Bullhead City,AZ,USA,35.15738889,-114.5595278
1851,IGG,Igiugig,Igiugig,AK,USA,59.32373528,-155.9032733
1852,IGM,Kingman,Kingman,AZ,USA,35.25947222,-113.93805559999998
1853,IGQ,Lansing Municipal,Chicago/Lansing,IL,USA,41.53988889,-87.53216667
1854,IGT,Nightmute,Nightmute,AK,USA,60.47032722,-164.6856414
1855,IIB,Independence Municipal,Independence,IA,USA,42.45359833,-91.94761833
1856,IIK,Kipnuk,Kipnuk,AK,USA,59.93295111,-164.0305131
1857,IIY,Washington-Wilkes County,Washington,GA,USA,33.77987528,-82.81661639
1858,IJD,Windham,Willimantic,CT,USA,41.74404028,-72.18023583
1859,IJX,Jacksonville Municipal,Jacksonville,IL,USA,39.77429694,-90.23856583
1860,IKK,Greater Kankakee,Kankakee,IL,USA,41.07140417,-87.84626861
1861,IKV,Ankeny Regional,Ankeny,IA,USA,41.69128556,-93.56630333
1862,ILE,Killeen Municipal,Killeen,TX,USA,31.08583333,-97.6865
1863,ILG,New Castle County,Wilmington,DE,USA,39.67872222,-75.60652778
1864,ILI,Iliamna,Iliamna,AK,USA,59.75380028,-154.91095969999998
1865,ILM,Wilmington International,Wilmington,NC,USA,34.27061111,-77.90255556
1866,IML,Imperial Municipal,Imperial,NE,USA,40.50930556,-101.62052779999999
1867,IMM,Immokalee,Immokalee,FL,USA,26.43316667,-81.40102778
1868,IMS,Madison Municipal,Madison,IN,USA,38.75888889,-85.46552778
1869,IMT,Ford,Iron Mountain/Kingsford,MI,USA,45.81835417,-88.1145425
